 VARIABLES = X, Y, u, v
I= 71, J= 39
 4.79565700E+00 -4.39368609E+00  9.08772747E-01  9.92154071E-04
 5.75478840E+00 -4.39368609E+00  8.82448884E-01 -2.74669799E-03
 6.71391990E+00 -4.39368609E+00  9.00273588E-01 -6.03521632E-03
 7.67305130E+00 -4.39368609E+00  8.87645567E-01 -6.90600959E-03
 8.63218270E+00 -4.39368609E+00  8.85353684E-01 -1.51052247E-03
 9.59131410E+00 -4.39368609E+00  8.81789967E-01 -9.05572421E-03
 1.05504455E+01 -4.39368609E+00  8.54979012E-01 -9.92661318E-03
 1.15095769E+01 -4.39368609E+00  8.51276783E-01  7.74854640E-03
 1.24687083E+01 -4.39368609E+00  8.40469150E-01  1.35589560E-02
 1.34278397E+01 -4.39368609E+00  8.23723025E-01  1.36806768E-03
 1.43869712E+01 -4.39368609E+00  8.16180867E-01 -1.70631046E-03
 1.53461026E+01 -4.39368609E+00  8.35092868E-01 -1.50046346E-03
 1.63052340E+01 -4.39368609E+00  8.55413192E-01  6.42238523E-03
 1.72643654E+01 -4.39368609E+00  8.28332861E-01 -4.40352271E-03
 1.82234968E+01 -4.39368609E+00  8.56709101E-01  9.33298687E-03
 1.91826282E+01 -4.39368609E+00  9.25220205E-01 -2.87485366E-02
 2.01417596E+01 -4.39368609E+00  9.18326903E-01 -1.31160851E-01
 2.11008911E+01 -4.39368609E+00  8.88697165E-01 -1.63883130E-01
 2.20600225E+01 -4.39368609E+00  8.92830327E-01 -9.63779492E-02
 2.30191539E+01 -4.39368609E+00  8.35848200E-01 -8.85252930E-02
 2.39782853E+01 -4.39368609E+00  7.50902581E-01 -4.44807232E-02
 2.49374167E+01 -4.39368609E+00  7.11421771E-01 -1.83476414E-02
 2.58965481E+01 -4.39368609E+00  6.70514971E-01 -1.85817437E-02
 2.68556795E+01 -4.39368609E+00  6.27645355E-01 -3.60760799E-03
 2.78148109E+01 -4.39368609E+00  5.99711430E-01  1.05515478E-02
 2.87739424E+01 -4.39368609E+00  5.93711493E-01  3.98733313E-02
 2.97330738E+01 -4.39368609E+00  5.97939967E-01  5.62346722E-02
 3.06922052E+01 -4.39368609E+00  5.94762930E-01  5.19711922E-02
 3.16513366E+01 -4.39368609E+00  6.60158052E-01  5.08985453E-02
 3.26104680E+01 -4.39368609E+00  6.34882596E-01  4.00161627E-02
 3.35695994E+01 -4.39368609E+00  7.17918234E-01  4.43084261E-02
 3.45287308E+01 -4.39368609E+00  7.45093026E-01  4.22835236E-02
 3.54878622E+01 -4.39368609E+00  7.92654365E-01  1.17678567E-02
 3.64469937E+01 -4.39368609E+00  8.11027581E-01  2.33503758E-03
 3.74061251E+01 -4.39368609E+00  8.20510427E-01 -3.08883424E-03
 3.83652565E+01 -4.39368609E+00  8.39956823E-01 -1.19918874E-02
 3.93243879E+01 -4.39368609E+00  8.30633919E-01 -1.50550885E-02
 4.02835193E+01 -4.39368609E+00  7.96391161E-01 -4.10974997E-03
 4.12426507E+01 -4.39368609E+00  7.96135039E-01 -2.77083199E-03
 4.22017821E+01 -4.39368609E+00  7.96162757E-01 -3.60854666E-03
 4.31609136E+01 -4.39368609E+00  7.81183257E-01 -8.05557878E-03
 4.41200450E+01 -4.39368609E+00  7.58296277E-01 -1.58293921E-02
 4.50791764E+01 -4.39368609E+00  6.39945872E-01  6.92173527E-03
 4.60383078E+01 -4.39368609E+00  5.85837020E-01  9.92336437E-03
 4.69974392E+01 -4.39368609E+00  6.45775300E-01  3.18652259E-02
 4.79565706E+01 -4.39368609E+00  5.63033327E-01  3.61544364E-02
 4.89157020E+01 -4.39368609E+00  6.04470215E-01  2.78297724E-02
 4.98748334E+01 -4.39368609E+00  5.99718962E-01  1.48209302E-02
 5.08339649E+01 -4.39368609E+00  5.89783470E-01  3.89936864E-03
 5.17930963E+01 -4.39368609E+00  6.51096110E-01 -8.22643904E-02
 5.27522277E+01 -4.39368609E+00  6.28407272E-01 -3.43295983E-02
 5.37113591E+01 -4.39368609E+00  7.57593522E-01  6.76720483E-03
 5.46704905E+01 -4.39368609E+00  6.39877303E-01  1.75140944E-02
 5.56296219E+01 -4.39368609E+00  5.93536048E-01  8.16740858E-03
 5.65887533E+01 -4.39368609E+00  6.25837495E-01  4.16958361E-03
 5.75478848E+01 -4.39368609E+00  5.67010877E-01  1.02882046E-01
 5.85070162E+01 -4.39368609E+00  7.62083636E-01 -3.61349612E-03
 5.94661476E+01 -4.39368609E+00  9.22222146E-01 -1.24113652E-01
 6.04252790E+01 -4.39368609E+00  8.42151839E-01 -2.34039284E-01
 6.13844104E+01 -4.39368609E+00  8.38087147E-01 -1.38220119E-01
 6.23435418E+01 -4.39368609E+00  8.95918167E-01 -1.36040169E-01
 6.33026732E+01 -4.39368609E+00  8.28049723E-01 -1.51113469E-01
 6.42618046E+01 -4.39368609E+00  8.11722958E-01 -1.83106568E-01
 6.52209361E+01 -4.39368609E+00  6.47249044E-01 -1.51963298E-01
 6.61800675E+01 -4.39368609E+00  6.24766289E-01 -9.68674996E-03
 6.71391989E+01 -4.39368609E+00  6.04608194E-01  1.91169361E-02
 0.00000000E+00 -3.88404224E+00  1.06780743E+00  1.58599615E-03
 9.59131400E-01 -3.88404224E+00  1.06432071E+00  4.76017546E-03
 1.91826280E+00 -3.88404224E+00  1.06204990E+00  3.98702551E-03
 2.87739420E+00 -3.88404224E+00  1.05458152E+00  6.23008908E-03
 3.83652560E+00 -3.88404224E+00  1.05359673E+00  5.88759391E-03
 4.79565700E+00 -3.88404224E+00  1.04986648E+00  5.53560302E-03
 5.75478840E+00 -3.88404224E+00  1.04700743E+00  1.21796471E-03
 6.71391990E+00 -3.88404224E+00  1.04474290E+00 -1.97897060E-03
 7.67305130E+00 -3.88404224E+00  1.04198482E+00 -6.27545275E-03
 8.63218270E+00 -3.88404224E+00  1.02642098E+00 -4.94979102E-03
 9.59131410E+00 -3.88404224E+00  1.01963849E+00  4.87792518E-03
 1.05504455E+01 -3.88404224E+00  1.01698185E+00  1.72132026E-02
 1.15095769E+01 -3.88404224E+00  1.01558926E+00  1.90994572E-02
 1.24687083E+01 -3.88404224E+00  1.03155389E+00  2.44418293E-02
 1.34278397E+01 -3.88404224E+00  1.08024999E+00  7.95576188E-03
 1.43869712E+01 -3.88404224E+00  1.09087438E+00 -1.46062352E-02
 1.53461026E+01 -3.88404224E+00  1.07048692E+00 -8.69539162E-03
 1.63052340E+01 -3.88404224E+00  1.07523749E+00 -3.38157241E-03
 1.72643654E+01 -3.88404224E+00  1.03667335E+00  9.41496618E-04
 1.82234968E+01 -3.88404224E+00  9.99348682E-01  9.91619131E-03
 1.91826282E+01 -3.88404224E+00  1.04233424E+00 -1.11308764E-02
 2.01417596E+01 -3.88404224E+00  1.02095788E+00 -5.36264592E-02
 2.11008911E+01 -3.88404224E+00  1.01094365E+00 -7.84595898E-02
 2.20600225E+01 -3.88404224E+00  1.02500251E+00 -6.08786647E-02
 2.30191539E+01 -3.88404224E+00  1.02283284E+00 -3.82317196E-02
 2.39782853E+01 -3.88404224E+00  9.77886046E-01 -1.31361745E-02
 2.49374167E+01 -3.88404224E+00  9.54531252E-01 -4.54756065E-03
 2.58965481E+01 -3.88404224E+00  9.12818639E-01 -1.72423681E-03
 2.68556795E+01 -3.88404224E+00  8.39463811E-01  7.20465940E-03
 2.78148109E+01 -3.88404224E+00  7.25647949E-01  2.63125680E-02
 2.87739424E+01 -3.88404224E+00  7.30450336E-01  6.11217883E-02
 2.97330738E+01 -3.88404224E+00  6.80794647E-01  7.71139349E-02
 3.06922052E+01 -3.88404224E+00  7.22093699E-01  7.98329083E-02
 3.16513366E+01 -3.88404224E+00  7.82503811E-01  6.79268934E-02
 3.26104680E+01 -3.88404224E+00  8.23940181E-01  5.37843589E-02
 3.35695994E+01 -3.88404224E+00  8.22191407E-01  3.89801486E-02
 3.45287308E+01 -3.88404224E+00  8.52363263E-01  2.37418743E-02
 3.54878622E+01 -3.88404224E+00  9.10235578E-01  4.94072335E-03
 3.64469937E+01 -3.88404224E+00  9.35175346E-01  4.87970689E-03
 3.74061251E+01 -3.88404224E+00  9.27835762E-01 -5.46942073E-04
 3.83652565E+01 -3.88404224E+00  9.28011992E-01 -1.99506097E-03
 3.93243879E+01 -3.88404224E+00  9.91382080E-01 -5.55167873E-03
 4.02835193E+01 -3.88404224E+00  9.83480654E-01 -3.93468909E-03
 4.12426507E+01 -3.88404224E+00  9.28561533E-01 -1.14293976E-02
 4.22017821E+01 -3.88404224E+00  9.40763744E-01 -7.51985508E-03
 4.31609136E+01 -3.88404224E+00  9.07264652E-01  1.56878548E-03
 4.41200450E+01 -3.88404224E+00  9.72925477E-01  3.28034544E-03
 4.50791764E+01 -3.88404224E+00  9.24864248E-01  4.29931458E-03
 4.60383078E+01 -3.88404224E+00  8.49890995E-01  7.91266682E-03
 4.69974392E+01 -3.88404224E+00  8.35116799E-01  5.43694305E-02
 4.79565706E+01 -3.88404224E+00  8.38758995E-01  4.43964913E-02
 4.89157020E+01 -3.88404224E+00  7.96154118E-01  7.61285856E-05
 4.98748334E+01 -3.88404224E+00  8.16033648E-01  1.22334277E-02
 5.08339649E+01 -3.88404224E+00  9.42043644E-01 -9.34539452E-03
 5.17930963E+01 -3.88404224E+00  8.79822627E-01 -4.81145615E-03
 5.27522277E+01 -3.88404224E+00  8.44184727E-01  2.28059211E-03
 5.37113591E+01 -3.88404224E+00  8.24477409E-01 -4.45035218E-02
 5.46704905E+01 -3.88404224E+00  9.03319993E-01 -2.07499169E-02
 5.56296219E+01 -3.88404224E+00  8.57135686E-01  2.38864806E-02
 5.65887533E+01 -3.88404224E+00  9.52282778E-01 -2.28199907E-02
 5.75478848E+01 -3.88404224E+00  1.00104098E+00  8.01254738E-03
 5.85070162E+01 -3.88404224E+00  9.63752710E-01 -1.13249528E-01
 5.94661476E+01 -3.88404224E+00  1.00009356E+00 -1.13717902E-01
 6.04252790E+01 -3.88404224E+00  1.01611284E+00 -2.23431890E-01
 6.13844104E+01 -3.88404224E+00  9.51435213E-01 -1.39009025E-01
 6.23435418E+01 -3.88404224E+00  9.18356584E-01 -3.84309336E-02
 6.33026732E+01 -3.88404224E+00  9.11757676E-01 -1.04727052E-01
 6.42618046E+01 -3.88404224E+00  8.25032509E-01 -1.82940516E-01
 6.52209361E+01 -3.88404224E+00  8.49720872E-01 -1.61432072E-01
 6.61800675E+01 -3.88404224E+00  8.47684055E-01 -3.87144481E-02
 6.71391989E+01 -3.88404224E+00  7.82895050E-01 -9.32546249E-03
 0.00000000E+00 -3.37439839E+00  1.14585992E+00  1.73227877E-03
 9.59131400E-01 -3.37439839E+00  1.14491160E+00  3.93653428E-03
 1.91826280E+00 -3.37439839E+00  1.14682436E+00  5.61944402E-03
 2.87739420E+00 -3.37439839E+00  1.14089608E+00  6.35465690E-03
 3.83652560E+00 -3.37439839E+00  1.13673034E+00  5.11097319E-03
 4.79565700E+00 -3.37439839E+00  1.13349998E+00  4.94210551E-03
 5.75478840E+00 -3.37439839E+00  1.13092746E+00  3.98538668E-03
 6.71391990E+00 -3.37439839E+00  1.11650872E+00  3.60560196E-03
 7.67305130E+00 -3.37439839E+00  1.08719188E+00  3.97326620E-04
 8.63218270E+00 -3.37439839E+00  1.07285124E+00  6.14546153E-03
 9.59131410E+00 -3.37439839E+00  1.07509520E+00  3.80738378E-03
 1.05504455E+01 -3.37439839E+00  1.09285694E+00  2.09118998E-02
 1.15095769E+01 -3.37439839E+00  1.10347687E+00  2.48139745E-02
 1.24687083E+01 -3.37439839E+00  1.13206655E+00  2.86476577E-02
 1.34278397E+01 -3.37439839E+00  1.17588263E+00  1.72442020E-02
 1.43869712E+01 -3.37439839E+00  1.17286051E+00 -3.59763373E-03
 1.53461026E+01 -3.37439839E+00  1.16176827E+00 -6.07869195E-03
 1.63052340E+01 -3.37439839E+00  1.11335063E+00 -2.97991286E-03
 1.72643654E+01 -3.37439839E+00  1.10371120E+00 -4.89471045E-03
 1.82234968E+01 -3.37439839E+00  1.12476181E+00  4.10736171E-03
 1.91826282E+01 -3.37439839E+00  1.09837330E+00 -1.00710106E-02
 2.01417596E+01 -3.37439839E+00  1.10577793E+00 -1.38898918E-02
 2.11008911E+01 -3.37439839E+00  1.11865708E+00 -3.12070216E-02
 2.20600225E+01 -3.37439839E+00  1.08113681E+00 -4.58191875E-02
 2.30191539E+01 -3.37439839E+00  1.06340520E+00 -2.59501018E-02
 2.39782853E+01 -3.37439839E+00  1.04757235E+00 -2.72253146E-02
 2.49374167E+01 -3.37439839E+00  1.02601892E+00 -1.37058153E-02
 2.58965481E+01 -3.37439839E+00  9.87259918E-01 -8.54724960E-03
 2.68556795E+01 -3.37439839E+00  9.51731278E-01  3.18486669E-02
 2.78148109E+01 -3.37439839E+00  8.99789840E-01  6.22294601E-02
 2.87739424E+01 -3.37439839E+00  8.49682961E-01  9.57763713E-02
 2.97330738E+01 -3.37439839E+00  7.97374781E-01  1.31837097E-01
 3.06922052E+01 -3.37439839E+00  7.95232240E-01  1.10224065E-01
 3.16513366E+01 -3.37439839E+00  8.26995757E-01  8.40195760E-02
 3.26104680E+01 -3.37439839E+00  9.01933477E-01  6.95817241E-02
 3.35695994E+01 -3.37439839E+00  9.25055787E-01  4.18568771E-02
 3.45287308E+01 -3.37439839E+00  9.12508553E-01  3.92696137E-02
 3.54878622E+01 -3.37439839E+00  9.67119481E-01  1.96105725E-02
 3.64469937E+01 -3.37439839E+00  9.84644458E-01  3.80532538E-04
 3.74061251E+01 -3.37439839E+00  9.93951310E-01  1.02484031E-02
 3.83652565E+01 -3.37439839E+00  9.93909320E-01  1.56713662E-03
 3.93243879E+01 -3.37439839E+00  1.00605664E+00  5.42142089E-03
 4.02835193E+01 -3.37439839E+00  9.90941127E-01 -5.75004031E-04
 4.12426507E+01 -3.37439839E+00  9.92905018E-01 -6.48909958E-03
 4.22017821E+01 -3.37439839E+00  9.94612316E-01 -1.11294622E-06
 4.31609136E+01 -3.37439839E+00  9.57819992E-01  7.72341580E-03
 4.41200450E+01 -3.37439839E+00  9.73401557E-01 -9.01931117E-03
 4.50791764E+01 -3.37439839E+00  9.76954844E-01  4.48942889E-03
 4.60383078E+01 -3.37439839E+00  1.01275763E+00  2.41685345E-02
 4.69974392E+01 -3.37439839E+00  1.01409837E+00  4.94727253E-02
 4.79565706E+01 -3.37439839E+00  9.95606458E-01  5.18523124E-02
 4.89157020E+01 -3.37439839E+00  1.00327808E+00  3.73888402E-02
 4.98748334E+01 -3.37439839E+00  1.03299490E+00  8.81646676E-03
 5.08339649E+01 -3.37439839E+00  1.03471922E+00 -1.18841630E-03
 5.17930963E+01 -3.37439839E+00  9.94514097E-01 -1.43163485E-03
 5.27522277E+01 -3.37439839E+00  1.01882348E+00  1.51423979E-03
 5.37113591E+01 -3.37439839E+00  1.02178267E+00 -5.39136239E-02
 5.46704905E+01 -3.37439839E+00  1.02680055E+00 -6.86979193E-02
 5.56296219E+01 -3.37439839E+00  1.07425163E+00 -2.58140903E-02
 5.65887533E+01 -3.37439839E+00  1.04543954E+00 -6.40181670E-02
 5.75478848E+01 -3.37439839E+00  1.05564976E+00 -4.22736232E-02
 5.85070162E+01 -3.37439839E+00  1.06029338E+00 -1.09883723E-01
 5.94661476E+01 -3.37439839E+00  1.05434070E+00 -1.36803130E-01
 6.04252790E+01 -3.37439839E+00  1.01807784E+00 -1.96848394E-01
 6.13844104E+01 -3.37439839E+00  9.97521861E-01 -1.31771271E-01
 6.23435418E+01 -3.37439839E+00  9.13366150E-01 -1.83016702E-02
 6.33026732E+01 -3.37439839E+00  9.38984363E-01 -1.09965182E-01
 6.42618046E+01 -3.37439839E+00  9.03017791E-01 -6.65274565E-02
 6.52209361E+01 -3.37439839E+00  8.23194427E-01 -6.09660232E-02
 6.61800675E+01 -3.37439839E+00  8.77983902E-01  5.13889212E-02
 6.71391989E+01 -3.37439839E+00  6.97872925E-01  9.44417574E-02
 0.00000000E+00 -2.86475453E+00  1.16742691E+00  1.31803592E-03
 9.59131400E-01 -2.86475453E+00  1.16621619E+00  1.94905166E-03
 1.91826280E+00 -2.86475453E+00  1.16572722E+00  3.32963858E-03
 2.87739420E+00 -2.86475453E+00  1.16106397E+00  5.46037002E-03
 3.83652560E+00 -2.86475453E+00  1.16084873E+00  5.70225245E-03
 4.79565700E+00 -2.86475453E+00  1.17227578E+00  6.30365883E-03
 5.75478840E+00 -2.86475453E+00  1.16695894E+00  2.36858607E-03
 6.71391990E+00 -2.86475453E+00  1.16386526E+00  6.08105915E-03
 7.67305130E+00 -2.86475453E+00  1.16283382E+00  2.10054451E-03
 8.63218270E+00 -2.86475453E+00  1.15914934E+00  2.54296850E-03
 9.59131410E+00 -2.86475453E+00  1.14816590E+00  7.38021154E-03
 1.05504455E+01 -2.86475453E+00  1.14931013E+00  1.31458701E-02
 1.15095769E+01 -2.86475453E+00  1.15621576E+00  1.78566558E-02
 1.24687083E+01 -2.86475453E+00  1.16940262E+00  1.58337695E-02
 1.34278397E+01 -2.86475453E+00  1.19331700E+00  8.44375123E-03
 1.43869712E+01 -2.86475453E+00  1.21016684E+00  7.79947788E-03
 1.53461026E+01 -2.86475453E+00  1.18347549E+00  4.03751861E-03
 1.63052340E+01 -2.86475453E+00  1.16307447E+00 -4.03858463E-03
 1.72643654E+01 -2.86475453E+00  1.16665947E+00 -3.33279522E-03
 1.82234968E+01 -2.86475453E+00  1.16039943E+00 -7.33829916E-03
 1.91826282E+01 -2.86475453E+00  1.15764410E+00 -1.53473688E-02
 2.01417596E+01 -2.86475453E+00  1.14249280E+00 -2.05678610E-02
 2.11008911E+01 -2.86475453E+00  1.14272923E+00 -2.21231529E-02
 2.20600225E+01 -2.86475453E+00  1.12550785E+00 -3.31940265E-02
 2.30191539E+01 -2.86475453E+00  1.11546272E+00 -2.61184728E-02
 2.39782853E+01 -2.86475453E+00  1.10733677E+00 -2.15371271E-02
 2.49374167E+01 -2.86475453E+00  1.05938477E+00 -2.52451247E-03
 2.58965481E+01 -2.86475453E+00  1.02977852E+00 -4.75193358E-03
 2.68556795E+01 -2.86475453E+00  1.01016107E+00  2.72914558E-02
 2.78148109E+01 -2.86475453E+00  9.82336379E-01  8.07416372E-02
 2.87739424E+01 -2.86475453E+00  9.31632702E-01  1.14040081E-01
 2.97330738E+01 -2.86475453E+00  9.06303085E-01  1.45744004E-01
 3.06922052E+01 -2.86475453E+00  9.21503322E-01  1.45783601E-01
 3.16513366E+01 -2.86475453E+00  9.02457364E-01  1.14747437E-01
 3.26104680E+01 -2.86475453E+00  9.43915440E-01  8.57074530E-02
 3.35695994E+01 -2.86475453E+00  9.80991124E-01  7.43362809E-02
 3.45287308E+01 -2.86475453E+00  1.01251556E+00  4.84958720E-02
 3.54878622E+01 -2.86475453E+00  1.05025701E+00  3.50699095E-02
 3.64469937E+01 -2.86475453E+00  1.07908091E+00  2.75874101E-02
 3.74061251E+01 -2.86475453E+00  1.06556017E+00  8.33614618E-03
 3.83652565E+01 -2.86475453E+00  1.08110776E+00  1.12064054E-03
 3.93243879E+01 -2.86475453E+00  1.05951966E+00  5.55491609E-04
 4.02835193E+01 -2.86475453E+00  1.03219406E+00 -1.39544508E-02
 4.12426507E+01 -2.86475453E+00  1.04484241E+00 -5.80398177E-03
 4.22017821E+01 -2.86475453E+00  1.05019797E+00  3.29800369E-03
 4.31609136E+01 -2.86475453E+00  1.02504448E+00  6.55863941E-03
 4.41200450E+01 -2.86475453E+00  1.04053859E+00 -2.77467267E-04
 4.50791764E+01 -2.86475453E+00  1.03783335E+00  4.62140180E-03
 4.60383078E+01 -2.86475453E+00  1.05371215E+00  3.40587815E-02
 4.69974392E+01 -2.86475453E+00  1.09635286E+00  5.31379003E-02
 4.79565706E+01 -2.86475453E+00  1.07585129E+00  3.47557741E-02
 4.89157020E+01 -2.86475453E+00  1.11492924E+00  4.56409203E-02
 4.98748334E+01 -2.86475453E+00  1.15047684E+00  2.58923894E-02
 5.08339649E+01 -2.86475453E+00  1.19304682E+00  9.50282592E-03
 5.17930963E+01 -2.86475453E+00  1.15624108E+00 -2.03333249E-02
 5.27522277E+01 -2.86475453E+00  1.17160984E+00 -2.26595339E-02
 5.37113591E+01 -2.86475453E+00  1.11535554E+00 -5.48680663E-02
 5.46704905E+01 -2.86475453E+00  1.09322726E+00 -2.13307108E-02
 5.56296219E+01 -2.86475453E+00  1.10764460E+00 -3.98515523E-02
 5.65887533E+01 -2.86475453E+00  1.10789281E+00 -8.24287501E-02
 5.75478848E+01 -2.86475453E+00  1.12768236E+00 -6.81152422E-02
 5.85070162E+01 -2.86475453E+00  1.12932627E+00 -8.82602535E-02
 5.94661476E+01 -2.86475453E+00  1.12155441E+00 -1.21950505E-01
 6.04252790E+01 -2.86475453E+00  1.06486428E+00 -1.24556500E-01
 6.13844104E+01 -2.86475453E+00  1.00742633E+00 -2.81871925E-02
 6.23435418E+01 -2.86475453E+00  9.67414387E-01 -4.36726184E-02
 6.33026732E+01 -2.86475453E+00  9.49277398E-01 -6.03028427E-02
 6.42618046E+01 -2.86475453E+00  9.05227483E-01 -3.16375137E-02
 6.52209361E+01 -2.86475453E+00  8.87854667E-01 -1.72903012E-02
 6.61800675E+01 -2.86475453E+00  7.33396967E-01  8.61932785E-02
 6.71391989E+01 -2.86475453E+00  7.27263270E-01  1.09595612E-01
 0.00000000E+00 -2.35511068E+00  1.17501847E+00  3.17876156E-03
 9.59131400E-01 -2.35511068E+00  1.17417910E+00  2.01643814E-03
 1.91826280E+00 -2.35511068E+00  1.17202930E+00  1.17412484E-03
 2.87739420E+00 -2.35511068E+00  1.16984538E+00  3.33594461E-03
 3.83652560E+00 -2.35511068E+00  1.16932218E+00  5.57228452E-03
 4.79565700E+00 -2.35511068E+00  1.17721940E+00  3.78645662E-03
 5.75478840E+00 -2.35511068E+00  1.17793892E+00  3.27561354E-03
 6.71391990E+00 -2.35511068E+00  1.17338819E+00  3.94298906E-03
 7.67305130E+00 -2.35511068E+00  1.16597908E+00  3.42109961E-03
 8.63218270E+00 -2.35511068E+00  1.16466694E+00  4.14145530E-03
 9.59131410E+00 -2.35511068E+00  1.16164927E+00  4.65993327E-03
 1.05504455E+01 -2.35511068E+00  1.16245606E+00  1.30035919E-02
 1.15095769E+01 -2.35511068E+00  1.16609623E+00  1.68380984E-02
 1.24687083E+01 -2.35511068E+00  1.19285766E+00  1.43019992E-02
 1.34278397E+01 -2.35511068E+00  1.20007787E+00  9.42597821E-03
 1.43869712E+01 -2.35511068E+00  1.20374683E+00 -8.91418554E-04
 1.53461026E+01 -2.35511068E+00  1.20153647E+00  1.40716380E-03
 1.63052340E+01 -2.35511068E+00  1.18482311E+00 -6.92776063E-03
 1.72643654E+01 -2.35511068E+00  1.18734840E+00 -1.68993624E-02
 1.82234968E+01 -2.35511068E+00  1.16759359E+00 -9.39251724E-03
 1.91826282E+01 -2.35511068E+00  1.15975988E+00 -1.39747884E-02
 2.01417596E+01 -2.35511068E+00  1.16034894E+00 -2.10458681E-02
 2.11008911E+01 -2.35511068E+00  1.14323130E+00 -1.91876362E-02
 2.20600225E+01 -2.35511068E+00  1.14678243E+00 -2.09450285E-02
 2.30191539E+01 -2.35511068E+00  1.13943075E+00 -1.61726167E-02
 2.39782853E+01 -2.35511068E+00  1.15493199E+00 -1.00848348E-02
 2.49374167E+01 -2.35511068E+00  1.11571860E+00  8.84848400E-04
 2.58965481E+01 -2.35511068E+00  1.07099225E+00 -1.82874470E-03
 2.68556795E+01 -2.35511068E+00  1.03467951E+00  2.95233565E-02
 2.78148109E+01 -2.35511068E+00  1.00587087E+00  7.07960015E-02
 2.87739424E+01 -2.35511068E+00  9.84812012E-01  1.27926182E-01
 2.97330738E+01 -2.35511068E+00  9.76368687E-01  1.73240607E-01
 3.06922052E+01 -2.35511068E+00  9.69357553E-01  1.91829983E-01
 3.16513366E+01 -2.35511068E+00  9.76777599E-01  1.89590333E-01
 3.26104680E+01 -2.35511068E+00  1.01698219E+00  1.56377670E-01
 3.35695994E+01 -2.35511068E+00  1.03878571E+00  1.11212916E-01
 3.45287308E+01 -2.35511068E+00  1.10208401E+00  7.98047900E-02
 3.54878622E+01 -2.35511068E+00  1.07801141E+00  8.97135699E-02
 3.64469937E+01 -2.35511068E+00  1.14684960E+00  4.64291924E-02
 3.74061251E+01 -2.35511068E+00  1.16830295E+00  2.39596629E-02
 3.83652565E+01 -2.35511068E+00  1.17174029E+00  9.70962948E-04
 3.93243879E+01 -2.35511068E+00  1.17079162E+00 -9.56963495E-03
 4.02835193E+01 -2.35511068E+00  1.14782953E+00 -2.43327517E-02
 4.12426507E+01 -2.35511068E+00  1.12322652E+00 -2.21583770E-02
 4.22017821E+01 -2.35511068E+00  1.11739744E+00 -1.70848609E-02
 4.31609136E+01 -2.35511068E+00  1.08833397E+00 -1.69185039E-02
 4.41200450E+01 -2.35511068E+00  1.07870488E+00 -4.94722385E-04
 4.50791764E+01 -2.35511068E+00  1.09094281E+00  6.53488224E-03
 4.60383078E+01 -2.35511068E+00  1.10216416E+00  2.66926449E-02
 4.69974392E+01 -2.35511068E+00  1.11909780E+00  4.90316239E-02
 4.79565706E+01 -2.35511068E+00  1.12182449E+00  5.01825591E-02
 4.89157020E+01 -2.35511068E+00  1.14020203E+00  3.25437231E-02
 4.98748334E+01 -2.35511068E+00  1.19755969E+00  2.50220915E-02
 5.08339649E+01 -2.35511068E+00  1.19498012E+00 -3.23258497E-03
 5.17930963E+01 -2.35511068E+00  1.20138322E+00 -7.91170084E-03
 5.27522277E+01 -2.35511068E+00  1.16538081E+00 -2.33773727E-02
 5.37113591E+01 -2.35511068E+00  1.17234303E+00 -3.30539947E-02
 5.46704905E+01 -2.35511068E+00  1.16865291E+00 -1.80335034E-02
 5.56296219E+01 -2.35511068E+00  1.15142933E+00 -5.32259585E-02
 5.65887533E+01 -2.35511068E+00  1.14885628E+00 -5.11260684E-02
 5.75478848E+01 -2.35511068E+00  1.13489320E+00 -7.74623388E-02
 5.85070162E+01 -2.35511068E+00  1.14602088E+00 -8.03102314E-02
 5.94661476E+01 -2.35511068E+00  1.13937067E+00 -1.24266092E-01
 6.04252790E+01 -2.35511068E+00  1.06438822E+00 -1.10864661E-01
 6.13844104E+01 -2.35511068E+00  9.91112281E-01 -5.45449474E-02
 6.23435418E+01 -2.35511068E+00  9.96484507E-01 -5.18582617E-02
 6.33026732E+01 -2.35511068E+00  9.61356388E-01 -5.05548558E-02
 6.42618046E+01 -2.35511068E+00  9.23616054E-01 -1.78599079E-02
 6.52209361E+01 -2.35511068E+00  8.79342762E-01  9.53624154E-03
 6.61800675E+01 -2.35511068E+00  7.74674397E-01  1.43927607E-01
 6.71391989E+01 -2.35511068E+00  7.57525727E-01  6.98243426E-02
 0.00000000E+00 -1.84546683E+00  1.18354621E+00  4.35335052E-03
 9.59131400E-01 -1.84546683E+00  1.18096499E+00  4.85340241E-03
 1.91826280E+00 -1.84546683E+00  1.18311060E+00  3.54668040E-03
 2.87739420E+00 -1.84546683E+00  1.17904078E+00  3.12955761E-03
 3.83652560E+00 -1.84546683E+00  1.17901349E+00  4.68792023E-03
 4.79565700E+00 -1.84546683E+00  1.18147179E+00  2.12534777E-03
 5.75478840E+00 -1.84546683E+00  1.18174930E+00  3.30299406E-03
 6.71391990E+00 -1.84546683E+00  1.17900631E+00  2.93838096E-03
 7.67305130E+00 -1.84546683E+00  1.17496875E+00  3.70684037E-03
 8.63218270E+00 -1.84546683E+00  1.16439400E+00  3.43737689E-03
 9.59131410E+00 -1.84546683E+00  1.16737272E+00  2.82853176E-03
 1.05504455E+01 -1.84546683E+00  1.17658844E+00  6.89114440E-03
 1.15095769E+01 -1.84546683E+00  1.17585788E+00  1.04530379E-02
